Konu,Soru,Iyi_Cevap,Kotu_Cevap
Gastronomi,Truffle mantarlarının iki ana ticari türü hangileridir ve aromaları nasıl tanımlanır?,"Siyah truffle (Tuber melanosporum) topraksı, cevizimsi ve keskin bir aromayla bilinirken; beyaz truffle (Tuber magnatum) daha hafif, badem esintili, yoğun ve kremsi bir tada sahiptir. Beyaz truffle genellikle siyah truffleden çok daha değerlidir.","Mantarlı olan ve mantarsız olan. Biri karabasan gibi kokar, diğeri ise daha yumuşak olur."
Gastronomi,Sous vide pişirme yöntemi hangi sıcaklık aralığında gerçekleştirilir?,Vakumlu poşetlenmiş yiyeceklerin su banyosunda hassas sıcaklık kontrolü altında (genellikle 40-85°C arası) uzun sürelerle pişirilmesidir. Amaç eşit ve mükemmel pişme sağlamaktır.,100°C'de kaynar suda yapılır. Buharlı tencereyle aynı şeydir zaten.
Gastronomi,Klasik Fransız mutfağında et sularını koyulaştırmak ve zenginleştirmek için kullanılan nişastalı çorba bazına ne denir?,"Rôşi sonadır. Un, soğuk et suyu ve bazen tereyağı karıştırılarak pürüzsüz bir kıvam elde edilir ve sonra ısıtılarak pişirilir. Sosların temelini oluşturur.",Çorbadır. Direkt üzerine dökersin işte.
Gastronomi,Umami tadını en güçlü veren doğal bileşenlerden biri olan fermente soya fasulyesi ürünüdür?,Soya sosudur. Fermentasyon sırasında glutamat açığa çıkarak karakteristik umami tadını verir. Asya mutfağının vazgeçilmezidir.,Ketçaptır. Onun da içinde domates var ama ketçap umamidir aslında.
Gastronomi,"İtalyan mutfağındaki ""pasta alla Norma"" Sicilya kökenli olup hangi üç malzemeden oluşur?","Domates, patlıcan ve ricotta salata peynirinden oluşan geleneksel bir tabaktır. Patlıcanlar kızartılır, domates sosuyla buluşturulur ve eritilmiş peynirle servis edilir.","Makarna, normal sos ve norveç usulü ton balığı. Adı üstünde pasta alla norma yani."
Gastronomi,Şarapla marine etme işleminin bilimsel adı ve amacı nedir?,"Maillard reaksiyonu değildir. Marine etmek, asidik ortamın proteoliz yoluyla eti yumuşatmasını (pH düşüşüyle protein zincirlerinin parçalanması) ve aroma transferini sağlar. Süre ve sıcaklık kritiktir.",Şarabı içmek için önce eti ıslatmaktır. Sonra hem sen hem et sarhoş olursunuz.
Gastronomi,"Osmanlı mutfağına özgü, kuzu etinin tandırda yavaşça pişirilmesiyle yapılan ünlü yemeğin adı nedir?",İskender kebaptır değil. Tencere kapağıyla kapatılarak fırında pişirilen kuzu et yemeğidir. Genelde pilav ve yoğurtla servis edilir.,Kebapçıdır. Tandır ustası onu kebabın babası yapar.
Gastronomi,"Molekül mutfak tekniği olan ""spherifikasyon"" neyi ifade eder?","Sıvıların (sos, meyve suyu vb.) yiyici ""toplar"" haline dönüştürülmesidir. Kalsiyum laktat veya sodyum alginate kullanılarak jölemsi dış kabuk oluşturulur, içerisi orijinal sıvıyı barındırır.",Karpuzu küp küp doğramakla aynı şeydir. Her ikisi de şekil değiştirir sonuçta.
Müzik,Gramofonun icadı müziğin kaydedilmesinde nasıl bir devrim yarattı?,"Thomas Edison tarafından 1877'de icat edilen fonograf (daha sonra gramofon oldu) ile ses ilk kez mekanik olarak kaydedilebildi ve tekrarlanabildi. Bu buluş, canlı performanslara bağımlılığı sona erdirerek müzik erişimini demokratikleştirdi, caz, blues gibi türlerin yayılmasını sağladı ve popüler kültürün temelini attı.","Gramofon aslında sadece plakları okuyordu, ses zaten vardı! Kaydetme özelliği değildi zaten. Devrimi radyo yaptı."
Müzik,Johann Sebastian Bach'ın çocukluğu sırasında yaşadığı önemli olay nedir?,"9 yaşında babasını kaybetti. Babası kurnaz bir orgcu ve müzisyendi. Bach, onun diğer üvey kardeşleriyle birlikte evden eve gezerek müziğe ilgi duydu ve eğitim aldı. Bu erken dönem, onun müzik teorisi temellerini atmasında kritik rol oynadı.",Bach küçükken annesi tarafından büyütüldü çünkü babası zengin bir tüccardı. Müziğe ilgisi gençlik yıllarında başladı.
Müzik,Opera sanatının köken aldığı düşünülen şehir ve tarih hangisidir?,"Floransa, İtalya'da 1597 yılında Jacopo Peri'nin ""Dafne"" adlı eseri genellikle ilk opera kabul edilir. Rönesans döneminde Yunan trajedilerinden ilham alan bu gösteri, müzik, tiyatro, dans ve görsel efektleri birleştirdi.","Opera Paris'te, Fransız Devrimi sırasında ortaya çıktı. Romantik temaları işliyordu."
Müzik,Wolfgang Amadeus Mozart'ın hayatının son dört yılında bestelediği eserlerde belirginleşen dramatik değişim nedir?,"Geç dönem eserlerinde (Örn: G minor 40. Senfoni, Si bemol majör 41. Jüpiters Senfonisi, Requiem) daha karanlık, karmaşık ve felsefi temalar öne çıkar. Bestecilikte olgunluk ve hayata dair artan kaygılar sezilir.",Mozart hasta olduğu için basit ve hafif besteler yapıyordu. Büyük senfonilerini önceki yıllarda tamamlamıştı bile.
Müzik,Ludwig van Beethoven'ın ilk büyük başarısını getiren konser eseri hangisidir?,"1808'de Viyana'da kendi eserlerinden oluşan bir konser verdi. Bu konserde prömiyerini yapan ve büyük beğeni toplayan eser, Piyano Konçertosu No. 4 (""Sarı Konçerto"") ve özellikle Senfoni No. 5 ile No. 6 (""Pastoral"") idi.",Beethoven'ın ilk başarılı eseri bir piyano sonatındı. Senfonileri çok geç keşfedildi.
Müzik,Frédéric Chopin nerede doğmuştur ve müziğini hangi tarzda şekillendirmiştir?,"Varşova, Polonya'da doğdu. Eserlerini ağırlıklı olarak Paris'te besteledi. Müziğinde Polonya halk melodilerini, romantik duygusallığı ve virtüöz piyano tekniğini birleştiren benzersiz bir ""Polonya Sesi"" yarattı. Mazurkalar ve Noktürnlere imza attı.","Chopin Fransa'da doğdu, Debussy'nin öğrencisiydi. Müziği klasik Alman tarzındaydı."
Müzik,"The Beatles'ın ""Hey Jude"" şarkısının sözlerinin ilk versiyonunda geçen orijinal isim nedir?","John Lennon, Paul McCartney'nin boşanma sürecindeki oğluna teselli vermek amacıyla yazdı. İlk nakaratlarda ""Hey Jules"" diye hitap ediyordu (""Jules"", Julian Lennon'ın takma adıydı). Şarkı yayınlanırken telif sorunları nedeniyle ""Hey Jude"" olarak değiştirildi.","Sözler ""Hey Buddy"" ile başlıyordu ve herhangi biri için yazılmıştı. Telif gerekmiyordu."
Müzik,Queen grubunun efsanevi solisti Freddie Mercury'nin gerçek adı nedir?,"Fareed (veya Farrokh) Bulsara. Zanzibar'da (bugünkü Tanzanya) doğdu. İsmini 1970'lerde Londra'ya taşınırken değiştirdi. ""Freddie Mercury"" sahne adı, hareketliliğini ve büyüklüğünü simgelemesi için seçildi.","Adı George Michael'dı, Queen solistliğinden önce solo kariyeri vardı."
Müzik,Scorpions grubunun dünya çapında en çok tanınan şarkısıdır ve klibinde neler görülür?,"""Wind of Change"" (1990). Soğuk Savaş'ın bitimini simgeleyen Berlin Duvarı önünde çekildi. Grubun lideri Klaus Meine, duvar üzerinde duran Rus askerlerine mikrofon uzatırken görüntülendi. Barış mesajı verdi.","Klip Moskova metro istasyonunda geçiyor, grup vampir kılığında. Heavy metal savaş temasını anlatıyor."
Müzik,"PSY'nin ""Gangnam Style"" şarkısının YouTube rekoru neydi?","2012'de çıkan şarkının videosu, 2014 Ocak ayında 2 milyar izlenme sınırını aşarak **tüm zamanların en çok izlenen YouTube videosu** unvanını aldı. Rekoru 2023'te Laik ""Süper Yıldız"" kırmaya kadar elinde tuttu. Dansı küresel bir fenomene dönüştü.","Video asla 1 milyon izlenmeye ulaşamadı. PSY, şarkıyı sadece Kore'de söyledi. Rekortmen Baby Shark'tır."
Müzik,Bana Müzik dergisinin ilk yayınlandığı yıl hangisidir?,Bana Müzik dergisi ilk kez Eylül 1987'de yayımlanmıştır. Bu sayıda Selda Bağcan kapak olmuş ve müzik piyasasının durumuna dair köşe yazıları yer almıştır.,"1965 yılında çıkmıştır tabii, o zamanlar rock'n roll patlaması vardı!"
Müzik,"Türkiye'de müzik basınına yön veren hangi dergi, 2004'te faaliyetine son vermiştir?","Uzun yıllar Türkçe pop, rock ve alternatif müziği takipçilerine ulaştıran Bana Müzik, Şubat 2004'teki 176. sayısıyla basılı yayın hayatını tamamlamıştır. Dijital platformlarda arşiv erişimi sunulmaktadır.","Evet, aslında geçen sene kapanmıştı galiba, yeni nesil gençlerin ilgisi azaldı diye."
Müzik,Bana Müzik'in unutulmaz köşelerinden biri olan ve albüm incelemelerini içeren bölümün adı neydi?,"""Plak Kutusu"" adıyla bilinen bu köşe, dönem dönem Hakan Cemil Arslan, Barış Bilginer gibi eleştirmenler tarafından yönetilir; albümlerin müzikal analizi, söz değerlendirmesi ve sanatçı portreleriyle tanınırdı.","Sanırım ""Mikrofon Şarkıları"" falan oluyordu, kesin değil ama öyle hatırlıyorum."
Müzik,"Derginin ""Altın Plak"" ödülleri tarihinde iki kez kazanan en başarılı grup hangisidir?","Mor ve Ötesi grubunun ""Cambaz"" albümü (En İyi Albüm), ""Sokak Lambası"" şarkısı (En İyi Şarkı) ve grubun kendisi (Yılın Grubu) kategorilerinde toplamda üç kez Altın Plak ödülü kazanması, rekor kırmıştır.","Tabii ki MFÖ, onlar her şeyi süpürmüştür zaten, tartışmasız."
Müzik,Bana Müzik kapağında çıkan ve daha sonra Türk filmlerinde oynamaya başlayan ilk pop/rock yıldızı kimdir?,"1994 Ocak sayısında Nilüfer kapak olmuştu. Ardından aynı yıl ""Seni Çok Özledim"" filmiyle sinema kariyerine resmen adım atmıştır.","Sezen Aksu tabii ki, hem şarkıcıdır hem oyuncu, film çekmedi mi hiç?"
Müzik,Derginin editörlüğünü yaptığı dönemin ardından gazeteciliğe geri dönen isim kimdi?,"Ünlü muhabir Sabri Yelkenci, Bana Müzik'in ikinci editörü olarak görev yaptıktan sonra Radikal gazetesine dönüşmüş ve burada kültür-sanat haberciliğine devam etmiştir.","Tarkan'ın menajeri Mehmet Ali Aydınlar bence, o da her işi yapıyor ya."
Müzik,"1990'ların ortalarında ""Gençlik Müziği"" olarak tanımlanan akımı yakından takip eden özel sayı çıkaran dergi hangisiydi?","Grup Yorum'dan kopuş sonrası kurulan Proje Atakor'un öncülük ettiği kolektif hareket, Bana Müzik'in Temmuz 1995'te ""Alternatif Gençlik Müziği Manifestosu"" başlıklı özel sayısında geniş yer bulmuştu.","Power FM'nin aylık eklentisi sanırım, radyo programıydı onunki."
Müzik,Bana Müzik'te uzun süre köşe yazarlığı yapan ve sonrasında CNN Türk'te programlar hazırlayan sosyolog kimdir?,"Ahmet İçduygu, ""Müzik Toplumunda"" adlı düzenli yazılarıyla sosyal dinamikleri analiz eder; 2000'lerde CNN Türk'te ""Açık Radyo"" ve ""İzler"" programlarını sunmuştur.","Zeki Alasya'nın kardeşi Metin Akpınar olabilir, o da hep ciddi konulara kafa yoruyordu."
Müzik,Dergide 1997'de yayınlanan ve Cem Karaca ile yapılan röportajdaki çarpıcı ifade neydi?,"Usta sanatçı, ""Bu topraklar ancak Anadolu rock'ıyla kurtulur"" diyerek siyasi görüşlerini müzikle bağdaştırmış ve devletin kültür politikalarını sertçe eleştirmişti.","Kendisine ""Neden artık konser vermiyorsunuz?"" diye sorulmuş ve o da ""Artık sesim kısıldı"" demiş."
Müzik,Bana Müzik arşivi dijitalleştirilip hangi internet tabanlı platform aracılığıyla ücretsiz erişime açılmıştır?,"İstanbul Araştırmaları Enstitüsü (İA) işbirliğiyle, derginin tüm sayıları ""Bana Müzik Arşiv Projesi"" adıyla banamuzik.ia.org.tr adresinden 2018'den beri incelenebilmektedir.","Spotify Premium'da var elbette, oradan herkes dinliyor zaten."
Mimari,Dünyaca ünlü Sagrada Familia Bazilikası'nı tasarlayan ve neredeyse tüm hayatını bu projeye adayan ünlü mimar kimdir?,"Antoni Gaudí i Cornet'dir. Katalan modernisme akımının temsilcisi olan Gaudí, 1882'de projeye başladı ve 1926'da ölünceye kadar üzerinde çalıştı. Bitmemiş eser, Barselona'nın simgesidir.","Leonardo da Vinci'dir. Rönesans döneminde çizimlerini yaptı, ancak kendisi tamamlayamadı."
Mimari,Antik Roma'daki Pantheon binasının ana hacmini örten ve yaklaşık 2000 yıldır yerinde duran devasa kubbe hangi malzemeden yapılmamıştır?,"Beton değildir; harç, tuğla, pumis taşı ve mermer parçalarından oluşan hafif bir beton karışımıdır. Romalı mühendislerin özel katkı maddesi kullandığı düşünülür.",Saf altın kaplama ile kaplanmıştır. Kubbenin ağırlığı nedeniyle çökmüştür.
Mimari,Mimar Sinan'ın İstanbul'daki en büyük cami projesi hangisidir ve hangi tarihi padişaha yaptırılmıştır?,Süleymaniye Camii'dir. Kanuni Sultan Süleyman tarafından 1550-1557 yıllarında yaptırılmıştır. Adalar manzarasıyla ünlüdür ve külliyeyi barındırır.,"Selimiye Camii'dir. II. Selim tarafından Edirne'de yapılmış, dünyanın en yüksek minareli camisidir."
Mimari,Gotik mimarinin karakteristik özelliklerini en iyi yansıtan Orta Çağ Avrupa şehri hangisidir?,"Paris'tir. Notre Dame Katedrali, Sainte-Chapelle ve civardaki kiliselerle sivri kemerler, kaburgalı tonozlar ve vitray pencerelerin mükemmel örneklerini sunar.",Roma'dır. Kolosseum ve Pantheon gibi antik yapıların gotik unsurlar taştığı düşünülür.
Mimari,Piramitlerin inşasında kullanılan milyonlarca taş bloğun nasıl taşındığına dair en yaygın kabul gören teori nedir?,"Kaygan rampalar kullanılarak. Taşların yağlanmış kızaklardan yuvarlandığı veya kaydırıldığı, ahşap desteklerle yönlendirildiği arkeolojik kanıtlarla desteklenir.",Sihirli kuvvetlerle havada uçurulmuştur. Hiçbir fiziksel iz bulunmamaktadır.
Mimari,"Frank Lloyd Wright'ın ""organik mimari"" felsefesini somutlaştıran ve ABD'deki en ikonik yapılarından biri olan konut kompleksi adı nedir?","Fallingwater'dır (Kaufmann Evi). 1935'te Pennsylvania'da bir şelalenin üzerine inşa edilen ev, doğayla bütünleşmeyi hedefler.",Guggenheim Müzesi'dir. New York'taki spiralli formu organik mimarinin tipik örneğidir.
Mimari,Mısır'daki Büyük Sfenks heykelinin yüzünün hangi firavuna ait olduğuna dair genel kabul nedir?,Dördüncü Hanedan Firavunu Kefren'e aittir. Baş şekli Kefren'in mezarındaki maskesine benzer.,Tutankhamun'dur. Mezar keşfi sırasında isminin anılmasıyla özdeşleştirilmiştir.
Mimari,Brunelleschi'nin Floransa Katedrali'nde yarattığı devrim niteliğindeki teknik yenilik neydi?,"Kubbenin dışarıdan görünen herhangi bir destek olmadan, kendi kendini taşıyan bir sistemle inşa edilmesiydi. Perspektif hesaplarıyla gerçekleştirildi.",İçine çelik kafesler gömülüydü. Günümüzde hala ayakta olduğunu kanıtlar.
Mimari,Uluslararası Tarz (International Style) mimarisinin kurucusu sayılan Alman mimar ve teorisyen kimdir?,"Ludwig Mies van der Rohe'dir. ""Az çoktur"" (Less is more) sözüyle bilinir, Barcelona Kürsüsü ve Seagram Binası onun başyapıtlarıdır.",Le Corbusier'dir. Villa Savoye ve Unité d'Habitation projeleri uluslararası tarza öncülük eder.
Mimari,"UNESCO Dünya Mirası listesindeki Hisarlar ve Cami kompleksinden oluşan, Van M. muhafızı olarak bilinen Anadolu kalesi hangisidir?","Hisarlık Kale'dir (Hattuşaş). Hitit İmparatorluğu'nun başkenti, surları ve tapınaklarıyla tanınır.",Aspendos Tiyatrosu'dur. Antalya'daki antik tiyatronun hisarlı kale duvarıyla ilişkisi yoktur.
Gastronomi,Dünyaca ünlü Fransız şef Auguste Escoffier'in yemek servisindeki devrim niteliğindeki katkısı nedir?,"Escoffier, ""brigade de cuisine"" (mutfak taburu) sistemini standartlaştırarak profesyonel mutfak organizasyonunu kökten değiştirdi. Beş ana servis çeşidini tanımladı (""service a la russe"") ve binlerce yemeği kataloglandıran *Le Guide Culinaire*'i yazarak modern batı mutfağının temelini attı.",Mutfakta sadece soslardan sorumluydu.
Gastronomi,"Japon suşisinin vazgeçilmez kırmızı kökü olan ""wasabi"" aslında neyin köküdür ve gerçek hali nasıl tüketilir?","Wasabi, Japon horseradishi (*Wasabia japonica*) bitkisinin köküdür. Taze rendelenerek soyuyla karıştırılıp çiğ yenir; genelde restoranlarda yeşil renkli hazır paketlerdeki acı hardal tozu (karabiber dahil) ile karıştırılan sahte versiyonlarla karıştırılır.",Turpgiller familyasından bir sebzedir ve salatalarda çeri domatesle birlikte kullanılır.
Gastronomi,Moleküler gastronominin öncüsü kabul edilen ve sıvı nitrojenle dondurma gibi tekniklerle ünlenen şef kimdir?,"Heston Blumenthal'dır. İngiltere'deki Fat Duck restoranında bilimsel deneyleri mutfağa taşıyarak (sıvı azotla anlık dondurma, köpükler, yeniden yaratılmış tatlar) moleküler gastronomi hareketini popülerleştirdi.",Julia Child'dır; Fransa'da öğrendiği klasik teknikleri TV programlarında uygulamıştır.
Gastronomi,"Geleneksel İtalyan peynirinde ""Parmigiano Reggiano""nun aksine, yalnızca sütten yapılan ve tuzlanmış küflü beyaz küf tabakasıyla tanınan mavi küflü peynir hangisidir?","Rokfor (Roquefort)'tur. Keçi sütünden yapılır, Fransa'nın Roquefort-sur-Soulzon bölgesinde endemik Penicillium roqueforti küfüyle küflenir ve sert, kristalli dokusuyla bilinir.",Parmesan'ın genç versiyonudur ve sadece Mozzarella'ya benzer.
Gastronomi,"İspanyol mutfağında et/balık üzerine sarımsak, zeytinyağı ve biberle yapılan sosun adı nedir?","""Salsa brava"" değildir; o acı sosdur. Doğrusu basitçe **soğan sosu** anlamındaki **alioli**'dir. Çiğ sarımsağın zeytinyağında ezilmesiyle başlar, genellikle yumurta sarısı ve limon suyu eklenir.",Acı biber salçası ve sirkeden oluşan salsa brava'dır.
Gastronomi,"""Sous vide"" pişirme tekniğinde gıda neden vakumlu poşetlerde saklanır?","Vakumlama oksijeni uzaklaştırarak oksidasyonu ve bakteri üremesini engeller, aromayı korur. Sıvı yağ veya su içinde düşük sıcaklıkta (genellikle 48-70°C) uzun süre pişirilmesi hassas kontrollü mükemmel sonuç verir.",Yiyeceklerin birbirine değmemesini sağlamak içindir; lezzet geçişini önler.
Gastronomi,Dünya çapında en eski sürekli çalışan restoran hangi ülkededir?,İtalya'da Torino'daki **L'Antica Torino a Botton d'Oro**'dur (1748). Restoran aynı aile tarafından işletilmekte ve orijinal mobilyaları korunmaktadır.,Fransa'da Paris'teki Le Procope'dur (1686); Voltaire ve Rousseau'nun uğrak yeriydi.
Gastronomi,"Meksika mutfağının milli yemeği ""taco""dan farklı olarak, büyük mısır tortillasına kıyma, fasulye ve baharatların doldurulduğu sokak lezzeti hangisidir?","**Tamal**'dır. Yağlanmış mısır yapraklarına doldurulmuş harç (masa harina unu, yağ, tuz, et/sebzeler) sarılıp buharda pişirilir. Taco'dan farklı hamur işi bir yapıdadır.",Burrito'dur; daha büyüktür ve rulo şeklindedir.
Gastronomi,"Fransız mutfağında ""mirepoix"" denilen ve neredeyse tüm güveçlerin temeli olan doğranmış sebze karışımı nelerden oluşur?","Standart mirepoix **soğan (%50), havuç (%25) ve kereviz sapı/kökü (%25)** oranındadır. Sebzeler iri parçalar halinde sotelenerek fond oluşturulur.","Patates, kabak ve bezelye ile yapılır; kremalı soslar için kullanılır."
Gastronomi,"Hindistan'da pirincin yanında servis edilen ve yoğurt, zerdeçal, nane ile fermente edilen turuncu renkli içeceğin adı nedir?",**Lassi**'dir. Yoğurt bazlı geleneksel bir fermente içecektir; meyveli (mango lassi) veya sade çeşitleri vardır. Ayran ile kıyaslanabilir ancak fermente süreci ve baharatlarıyla farklıdır.,"""Chai"" (Hint çayı) soğuk versiyonudur; kahve çekirdekleri kaynatılarak yapılır."
Matematik,Pi (π) sayısının yaklaşık değeri nedir?,"Pi, bir dairenin çevresinin çapına oranıdır ve irrasyonel bir sabittir. Yaklaşık değeri 3.14'tür, ancak daha hassas hesaplamalarla 3.1415926535... şeklinde devam eder. En yaygın kullanılan değer 3.14'tür.",Pi 4'e eşittir çünkü daire mükemmeldir.
Matematik,Asal sayılar nelerdir? Örnek verin.,"Bir tam böleni sadece 1 ve kendisine olan sayılardır. Örneğin, 2, 3, 5, 7, 11 asal sayılardır. 1 asal değildir; 9 (3x3) veya 15 (3x5) gibi bileşik sayılar asaldır.","Sadece çift olmayan sayılar asal olur, mesela 4, 8, 16 asal sayılardır."
Matematik,1/2 + 1/3 işleminin sonucu kaçtır?,"Ortak payda 6'dır. (1/2 = 3/6, 1/3 = 2/6) → 3/6 + 2/6 = 5/6. Sonuç 5/6'dır.","Kesirler toplanırken direkt 1/2 + 1/3 = 2/5 olur, çünkü bölme işlemi vardır."
Matematik,Pisagor Teoremi nedir?,"Bir dik üçgende, dik kenarların kareleri toplamı hipotenüsün karesine eşittir. Yani a² + b² = c². Bu, geometri ve trigonometrinin temelidir.","Pisagor, köpeğini kaybettiği için üzgündü ve onun izini bulmak için üçgenlerin kenarlarını tarttı, böylece formülü keşfetti."
Matematik,"Kartezyen koordinat sisteminde (0,0) noktasının özelliği nedir?","Orijin adı verilen bu nokta, x ve y eksenlerinin kesiştiği başlangıç noktasıdır. Tüm uzaklık ve yön hesaplamaları buradan referans alınarak yapılır.","(0,0) noktası yoktur çünkü orijin sonsuzluktadır ve koordinatlar tanımsızdır."
Matematik,Ondalık sistemde rakamlar hangi tabanı temsil eder?,Günlük kullandığımız 10'luk (onluk) sistemdir. Her basamak 10'un kuvvetini gösterir (örneğin 345 = 3×10² + 4×10¹ + 5×10⁰).,"Rakamlar 1'den başladığı için taban 1'dir, bu yüzden 5 yazınca aslında 5 tane ""bir"" anlamına gelir."
Matematik,Zar atıldığında tek sayı gelme olasılığı nedir?,"Standart bir zarda 1,3,5 olmak üzere 3 tek sayı vardır. Toplam 6 yüz olduğu için olasılık 3/6 = 1/2'dir.","Tek sayılar daha nadirdir, o yüzden olasılık 1/6'dır. Veya zar hileli olabilir, %50 ihtimal doğrudur."
Matematik,Bir çemberdeki merkez açı ile yay arasındaki ilişki nedir?,"Merkez açı, gördüğü yayın ölçüsüne eşittir. Örneğin, merkez açısı 60° olan yay, çemberin 60/360 = 1/6'sını oluşturur.","Yay, açının yarısı kadardır. Yani 90° açıya karşılık gelen yay 45° dir."
Matematik,Logaritmanın tanımı nedir?,"""a^b = c ise logₐc = b"" şeklinde tanımlanır. Üstel fonksiyonun tersi olan, büyük sayıları sıkıştırarak ifade etmeyi kolaylaştıran bir fonksiyondur.","Logaritma, iki sayının çarpımının toplamını verir, örneğin log(2*3)=log5=1+1 değil, 2+2=4 olur."
Matematik,Altın oranın (φ) matematikteki değeri nedir?,φ = [1 + √5]/2 ≈ 1.6180339887... şeklinde irrasyonel bir sayıdır. Doğada ve sanatta estetikle ilişkilidir.,Altın oran 2'ye yakındır çünkü en güzel şekil karedir. Tam değeri 1.7'dir.
Spor,"Futbolda ""kırmızı kart"" hangi ihlalde gösterilir?","Şiddetli faul, ikinci sarı kart ihlali veya hakemin görüşünü engelleme gibi ciddi disiplin cezaları gerektiren durumlarda oyuncunun oyundan tamamen atılmasıdır.",Rakibin ayakkabısını bağlamak isterken verilir.
Spor,"Usain Bolt, kariyerinde kaç adet Olimpiyat altın madalyası kazanmıştır?","9 altın madalya (100m, 200m, 4x100m bayrak takımı ile üç farklı Olimpiyatta).","5, ama hepsi gümüş çünkü Jamaika'da olimpik havuz yoktu."
Spor,Basketbolun en prestijli profesyonel ligi hangisidir?,"NBA (National Basketball Association), dünyanın en üst düzey ligidir; yıldız oyuncuları, küresel etkisi ve finansal gücüyle tanınır.","FIBA Ligi, tüm kıtalardan takımlar katılır ve şampiyon belli olmaz."
Spor,Tenis Grand Slam turnuvalarından biri olan Wimbledon'da kort zemininin rengi nedir?,"Çim (yeşil tonlarında), geleneksel zemini oluşturur.","Turuncu kum, Avustralya Açık'taki gibidir."
Spor,Maraton mesafesi standart olarak kaç kilometredir?,"42.195 km, modern Olimpiyat maratonunun resmi uzunluğudur.","26 mil, eski antik Yunan efsanesindeki mesafe olduğu sanılır."
Spor,Voleybolda set kazanmak için gereken skor ne olmalıdır?,En az 25 sayı fark atarak kazanılır; maç genellikle ilk 3 seti kazanan takım tarafından bitirilir.,"15 sayı yeterlidir, voleybol hızlı tempolu bir spordur."
Spor,Diego Maradona'nın 1986 Dünya Kupası'nda İngiltere'ye attığı ünlü gol hangi isimle anılır?,"""Tanrı'nın Eli"" (elli metre taşıyarak attığı tartışmalı kafa vuruşu).","""Aslan Pençesi"", fileleri parçaladığı için verilmiştir."
Spor,"Satranç turnuvalarında kullanılan ""Blitz"" türünde zaman sınırı ne kadardır?",Oyuncu başına genellikle 3-10 dakika arası değişen kısa süreler.,"Tüm maç için 1 saat, hızlı karar vermeyi zorunlu kılar."
Spor,Basketbolda serbest atış çizgisi neden iki noktadır?,Faul yapan savunma oyuncusuna göre hücum oyuncusunun topa ulaştığı yere göre çizgi belirlenir; iki noktalı çizgi esneklik sağlar.,Çünkü basket potasına daha fazla top girsin diye simetrik yapılmıştır.
Spor,Futbol tarihinde tek bir maçta en çok gol atan oyuncu kimdir?,"Kamerunlu Arnaud Djoum, 2007'de 9 gol atarak rekor kırdı (Coton Sport vs. Racing FC).","Pelé, Brezilya milli takımıyla İsviçre'ye karşı 10 gol attı (gerçekte böyle bir maç yoktur)."
Matematik,Pisagor Teoremi'ni kim formüle etti?,"Pisagor Teoremi, MÖ 6. yüzyılda Samoslu Pisagor tarafından formüle edilmiştir. Bu teorem, bir dik üçgende hipotenüsün karesinin, diğer iki kenarın kareleri toplamına eşit olduğunu belirtir: \( a^2 + b^2 = c^2 \).","Pisagor değil, Thales bunu buldu. Ayrıca kare köklerle ilgisi yok."
Matematik,Sıfırı ilk kullanan medeniyet hangisidir?,"Sıfır kavramını ve sembolünü ilk sistematik şekilde Hintli matematikçiler MS 5.-7. yüzyıllarda geliştirdi. Bu, modern matematiğin temel taşlarından biridir.","Romalılar kullandı, işaret olarak ""C"" harfini aldılar. Aslında hiç kimse sıfırı icat etmedi, hep vardı."
Matematik,Euler sabiti \( e \)'nin yaklaşık değeri nedir?,"Euler sayısı \( e \), doğal logaritmanın tabanıdır ve yaklaşıktır \( e \approx 2.71828 \). Bu değer, \( \lim_{n\to\infty} (1 + \frac{1}{n})^n \) limitiyle tanımlanır.","\( e \), pi sayısının (\( \pi \)) yarısıdır yani ~1.57. Ya da basitçe 3 alınabilir."
Matematik,Altın oran hangi problemle ilişkilidir?,"Altın oran (\( \phi \approx 1.618 \)), bir doğru parçasının bütün ve parçaları arasındaki oranın değişmezliği özelliğine sahiptir. Antik Yunan mimarisinde ve sanatta sıklıkla kullanılır.","Altın oran, dairenin çevresi bölü çapıdır (yani \( \pi \)). Veya asal sayıların ortalamasıdır."
Matematik,Bir kürenin hacim formülü nedir?,Yarıçapı \( r \) olan bir kürenin hacmi \( V = \frac{4}{3}\pi r^3 \) formülüyle hesaplanır.,"Küre hacmi, dikdörtgen prizma hacmine benzer: \( V = l \times w \times h \). Ya da \( V = 4r^2\pi \) olur."
Matematik,Olasılık teorisinin kurucusu kimdir?,"Blaise Pascal, olasılık teorisinin temellerini atan isimlerdendir. Ünlü Pascal Üçgeni, binom dağılımını modellemek için kullanılır.","Isaac Newton buldu, yer çekimiyle ilgiliydi. Veya tamamen Aristoteles'in felsefesinden çıktı."
Matematik,Pi (\( \pi \)) sayısı neyi temsil eder?,"\( \pi \), bir çemberin çevresinin (\( C \)) çapına (\( d \)) bölümüdür ve \( \pi = \frac{C}{d} \)'dir. Değeri irrasyonel (~3.14159...) ve evrensel bir sabittir.","\( \pi \), dairelerin alan formülündeki sabittir (≈3.14). Veya radyan cinsinden açıyı ifade eder, dereceyle ilgisi yoktur."
