question,answer
"Jane İran'ı ziyaret ettiğinde Han'ın iki katından daha fazla sayıda rehabilitasyon merkezini ziyaret etmiştir. Han, Jude'un ziyaret ettiği rehabilitasyon merkezlerinin iki katından 2 daha azını ziyaret etti. Jude, Lisa'nın ziyaret ettiğinin yarısı kadar daha az rehabilitasyon merkezini ziyaret etmiştir. Lisa 6 rehabilitasyon merkezini ziyaret ettiyse, hepsinin farklı olduğunu varsayarak kaç rehabilitasyon merkezini ziyaret etmişlerdir?","Lisa 6 rehabilitasyon merkezi ziyaret etti. Jude, Lisa'nın ziyaret ettiğinin yarısı kadar daha az rehabilitasyon merkezi ziyaret etti, yani Lisa'nın ziyaret ettiğinin yarısı 3, ve yarısından kadar daha azı da 3 - 3 = 0 eder. Ancak bu mantık hatalıdır; soruya göre Jude, Lisa'nın ziyaret ettiği merkez sayısının yarısından daha azını ziyaret etmiştir, yani 3.

Han, Jude’un ziyaret ettiği rehabilitasyon merkezlerinin iki katından 2 daha azını ziyaret etti, yani 2 * 3 - 2 = 4.

Jane, Han'ın ziyaret ettiği merkezlerin iki katından daha fazlasını ziyaret etti, yani 2 * 4 + 1 = 9.

Böylece ziyaret edilen toplam rehabilitasyon merkezi sayısı 6 (Lisa) + 3 (Jude) + 4 (Han) + 9 (Jane) = 22 olur."
Paula go-karta 1 kez ve çarpışan arabalara 4 kez binmek istiyor. Go-kartlara binmek için 4 bilet ve çarpışan arabalara binmek için 5 bilet gerekiyor. Paula'nın kaç bilete ihtiyacı var?,Paula'nın toplamda 4 + (4 * 5) = 4 + 20 = 24 bilete ihtiyacı var.
Cody'nin toplam 100.000 adım atması halinde kendisine indirim sağlayacak bir sigorta planı var. İlk hafta günde 1.000 adım atıyor.  Günlük adım sayısını her hafta 1.000 artırıyor.  4 hafta sonra adım hedefinden ne kadar uzakta olacaktır?,"İlk hafta günde 1.000 adım atan Cody, ikinci hafta günde 2.000 adım, üçüncü hafta günde 3.000 adım ve dördüncü hafta günde 4.000 adım atar. Şimdi her hafta attığı toplam adımları hesaplayalım:

- İlk hafta: 1.000 adım/gün × 7 gün = 7.000 adım
- İkinci hafta: 2.000 adım/gün × 7 gün = 14.000 adım
- Üçüncü hafta: 3.000 adım/gün × 7 gün = 21.000 adım
- Dördüncü hafta: 4.000 adım/gün × 7 gün = 28.000 adım

Bu dört haftada attığı toplam adım sayısı:
7.000 + 14.000 + 21.000 + 28.000 = 70.000 adım

Hedefi 100.000 adım olduğuna göre, 70.000 adımdan sonra ne kadar daha adım atması gerektiğini bulmak için 100.000'den 70.000'i çıkaralım:
100.000 - 70.000 = 30.000 adım

Cody, adım hedefinden 30.000 adım uzakta olacaktır."
"Bir binadaki her odanın en az iki ve en fazla 4 penceresi vardır. Toplam 122 pencere vardır. Eğer 5 odanın 4 penceresi ve 8 odanın 3 penceresi varsa, binada kaç odanın 2 penceresi vardır?","Toplam:
- 5 oda x 4 pencere = 20 pencere
- 8 oda x 3 pencere = 24 pencere

Bu durumda 20 + 24 = 44 pencere zaten sayılmış durumda. Geriye 122 - 44 = 78 pencere kalıyor.

Oda sayısını bulmak için:
- Geriye kalan odalardaki her oda 2 pencereli olduğu için, 78 pencere / 2 pencere/oda = 39 oda

Dolayısıyla binada 2 penceresi olan 39 oda vardır."
"Cary, üç çiftçi için bir sulama sistemi tasarlamakla görevli bir mühendistir. Çiftçi Bob 3 dönüm mısır, 9 dönüm pamuk ve 12 dönüm fasulye yetiştirmektedir. Çiftçi Brenda 6 dönüm mısır, 7 dönüm pamuk ve 14 dönüm fasulye yetiştirmektedir. Çiftçi Bernie 2 dönüm mısır ve 12 dönüm pamuk yetiştiriyor. Mısır dönüm başına 20 galon su, pamuk dönüm başına 80 galon su ve fasulye mısırın iki katı su alıyorsa, kullanılan toplam suyun yüzde kaçı Çiftçi Bob'un çiftliğine gidecektir?","Öncelikle her bir çiftçinin toplam su ihtiyacını hesaplamamız gerekiyor:

Çiftçi Bob için su ihtiyacı:
- Mısır: 3 dönüm * 20 galon/dönüm = 60 galon
- Pamuk: 9 dönüm * 80 galon/dönüm = 720 galon
- Fasulye: 12 dönüm * 40 galon/dönüm (mısır su ihtiyacının iki katı) = 480 galon
Toplam: 60 + 720 + 480 = 1260 galon

Çiftçi Brenda için su ihtiyacı:
- Mısır: 6 dönüm * 20 galon/dönüm = 120 galon
- Pamuk: 7 dönüm * 80 galon/dönüm = 560 galon
- Fasulye: 14 dönüm * 40 galon/dönüm = 560 galon
Toplam: 120 + 560 + 560 = 1240 galon

Çiftçi Bernie için su ihtiyacı:
- Mısır: 2 dönüm * 20 galon/dönüm = 40 galon
- Pamuk: 12 dönüm * 80 galon/dönüm = 960 galon
Toplam: 40 + 960 = 1000 galon

Toplam su ihtiyacı:
1260 (Bob) + 1240 (Brenda) + 1000 (Bernie) = 3500 galon

Çiftçi Bob’un su ihtiyacının toplam su ihtiyacına oranı:
1260 galon / 3500 galon ≈ 0.36

Bu yüzden, kullanılan toplam suyun yaklaşık %36'sı Çiftçi Bob’un çiftliğine gidecektir."
Aubree okula giderken bir ağacın yanında 20 kunduz ve 40 sincap gördü ve kendisini gördüklerinde onları korkutarak kaçırdı. Okuldan dönerken kunduzların sayısının iki katına çıktığını ve sincapların sayısının 10 azaldığını fark etti. O gün gördüğü toplam hayvan sayısı kaçtır?,"O gün Aubree toplamda 90 hayvan gördü.

İlk olarak sabah 20 kunduz ve 40 sincap (toplamda 60 hayvan) gördü.
Okuldan dönerken kunduzların sayısı iki katına çıkmış yani 40 olmuş ve sincapların sayısı 10 azalmış yani 30 olmuş. Böylece akşam 70 hayvan görmüş oldu.

Toplamda: 60 + 70 = 90 hayvan."
"Iggy bir maratona hazırlanıyor. Pazartesi günü 3 mil koşuyor. Salı günü, 4 mil koşuyor. Çarşamba günü, 6 mil koşuyor. Perşembe günü, 8 mil koşuyor. Cuma günü 3 mil koşuyor. Iggy 1 mili 10 dakikada koşuyor. Iggy'nin Pazartesi'den Cuma'ya kadar koşarak geçirdiği toplam saat kaçtır?","Iggy'nin Pazartesi'den Cuma'ya kadar toplam koştuğu mesafe:
3 + 4 + 6 + 8 + 3 = 24 mil.

Iggy, bir mili 10 dakikada koşuyor. Dolayısıyla, 24 mil = 24 * 10 dakika = 240 dakika.

240 dakikayı saate çevirmek için:
240 / 60 = 4 saat.

Iggy'nin Pazartesi'den Cuma'ya kadar koşarak geçirdiği toplam süre 4 saattir."
"Emberly her gün sabah yürüyüşlerine çıkıyor. Her yürüyüşü 1 saat sürüyorsa ve 4 mil yürüyorsa ve Mart ayında 4 gün boyunca hiç yürümediyse, yürüdüğü toplam mil sayısını hesaplayın.","Mart ayında 31 gün vardır ve Emberly 4 gün boyunca yürüyüş yapmadığına göre, 31 - 4 = 27 gün yürüyüş yapmıştır. Her yürüyüşünde 4 mil yürüdüğünden, toplam yürüdüğü mesafe 27 gün * 4 mil/gün = 108 mil olur."
"Terry'nin günlük geliri 24 $, Jordan'ın günlük geliri ise 30 $'dır. Haftanın 7 günü çalıştıklarına göre, haftalık gelirleri arasındaki fark ne kadardır?",Haftalık gelirleri arasındaki fark 42 $'dır.
"Wendi her gün tavuklarının her birini, sağlıklı kalmalarına yardımcı olmak için tohumlar, un kurtları ve sebzeler içeren üç kap karışık tavuk yemi ile besliyor.  Tavuklara yemlerini üç ayrı öğünde veriyor. Sabahları tavuk sürüsüne 15 fincan yem veriyor.  Öğleden sonra tavuklarına 25 fincan yem daha veriyor.  Wendi'nin sürüsünün büyüklüğü 20 tavuksa, günün son öğününde tavuklarına kaç fincan yem vermesi gerekir?","Wendi sabah 15 fincan ve öğleden sonra 25 fincan yem veriyor. Bu, toplamda 40 fincan yem eder. Her gün her tavuğa üç kap yem vermesi gerektiğini düşünürsek, ve her bir kap 1 fincan ise, toplamda her gün 20 tavuk * 3 fincan/tavuk = 60 fincan yem verilmesi gerekiyordur. Sabah ve öğleden sonra 40 fincan yem verdiğine göre, günün son öğününde 60 - 40 = 20 fincan yem vermesi gerekir."
"51 metre uzunluğundaki bir şeritten her biri 15 santimetre uzunluğunda 100 parça kesilirse, geriye ne kadar şerit kalır?","51 metre uzunluğundaki bir şerit, 5100 santimetreye eşittir. Her biri 15 santimetre uzunluğunda 100 parça kesilirse, toplamda 1500 santimetre kullanılır.

5100 santimetre - 1500 santimetre = 3600 santimetre kalır. Bu, 36 metreye eşittir.

Geriye 36 metre şerit kalır."
"Chuck, hastalanmadan önce sadece 10 dakika atlıkarıncaya binebilen Dave'den 5 kat daha uzun süre atlıkarıncaya binebiliyor.  Erica hastalanmadan önce atlıkarıncada Chuck'tan %30 daha uzun süre kalabilir.  Erica atlıkarıncada ne kadar kalabilir?","Dave, atlıkarıncaya 10 dakika binebiliyorsa, Chuck onun 5 katı süre binebilir: 10 * 5 = 50 dakika. Erica, Chuck'tan %30 daha uzun süre binebilir.

Erica'nın süresi:
50 + (50 * 0.30) = 50 + 15 = 65 dakikadır."
"Dört günlük bir yolculukta Carrie ilk gün 135 mil, ikinci gün 124 mil daha, üçüncü gün 159 mil ve dördüncü gün 189 mil yol kat etti. Her 106 milde bir telefonunu şarj etmesi gerekiyorsa, tüm yolculuk boyunca telefonunu kaç kez şarj etmiştir?","Toplam yolculuk boyunca Carrie'nin kat ettiği mesafeyi hesaplayalım:

135 + 124 + 159 + 189 = 607 mil

Her 106 milde bir telefonunu şarj etmesi gerektiğine göre, toplam şarj etme sayısını bulmak için 607'yi 106'ya böleriz:

607 / 106 ≈ 5,72

Tam sayıya yuvarladığımızda Carrie telefonunu toplamda 6 kez şarj etmiştir."
"Bir torba kirazın fiyatı 5 dolarken bir torba zeytinin fiyatı 7 dolarsa, Jordyn her bir meyveden 50 torba satın almak ve %10 indirim yapmak için ne kadar öder?","Jordyn, 50 torba kiraz ve 50 torba zeytin almak için toplamda 50 * 5 + 50 * 7 = 250 + 350 = 600 dolar öder. %10 indirim uygulanması durumunda, indirim miktarı 600 * 0.10 = 60 dolar olur. Dolayısıyla, Jordyn'in ödeyeceği toplam tutar 600 - 60 = 540 dolar olur."
"Max bu hafta sonu iki film izlemeyi planlıyor. İlk film 1 saat 30 dakika uzunluğunda, ikinci film ise 2 saat 5 dakika uzunluğundadır. Max'in bu iki filmi izlemesi kaç dakika sürer?",Max'in iki filmi izlemesi toplamda 215 dakika sürer.
"Jose kaliteli şarap koleksiyoncusudur.  Özel mahzeninde şu anda 2400 şişe ithal şarap ve ithal şarabın yarısı kadar da yerli şarap bulunmaktadır.  Eğer Jose bir parti verir ve konuklar tüm şarabının üçte birini içerse, mahzeninde kaç şişe kalacaktır?","Jose'nin mahzeninde 2400 şişe ithal şarap ve ithal şarabın yarısı kadar, yani 1200 şişe yerli şarap bulunmaktadır. Toplamda 2400 + 1200 = 3600 şişe şarap vardır.

Konuklar bu toplam şarabın üçte birini içerlerse, içecekleri şarap miktarı 3600 / 3 = 1200 şişe olur.

Bu durumda mahzende kalan şarap miktarı 3600 - 1200 = 2400 şişe olacaktır."
Sıcaklık 2 santigrat dereceydi. Gece boyunca 8 santigrat derece düştü ve sabah 3 santigrat derece arttı. Sabah sıcaklık santigrat derece cinsinden kaç dereceydi?,Sabah sıcaklık -3 santigrat dereceydi.
"Sarah Pazartesi günü 20 kalem alıyor. Sonra Salı günü 18 kalem daha alıyor. Çarşamba günü, Salı günü aldığının üç katı kadar kalem alıyor. Kaç tane kalemi var?","Sarah toplamda 92 kaleme sahip.

Hesaplama:
- Pazartesi: 20 kalem
- Salı: 18 kalem
- Çarşamba: 18 kalemin 3 katı = 54 kalem

Toplam: 20 + 18 + 54 = 92 kalem."
"Daniel 0,85$ değerinde bir dergi ve 0,50$ değerinde bir kalem satın alır. Ödemeyi kendisine 0,35$ indirim sağlayan bir kuponla yapıyor. Ne kadar harcıyor?","Daniel, dergi ve kalemin toplam fiyatı 1,35$ (0,85$ + 0,50$). 0,35$'lık indirimi uyguladıktan sonra, ödemesi gereken miktar 1,00$ (1,35$ - 0,35$)."
"Greta, George ve Gloria kaplumbağalarıyla Key West Kaplumbağa Yarışına katıldılar.  Greta'nın kaplumbağası yarışı 6 dakikada bitirdi.  George'un kaplumbağası Greta'nınkinden 2 dakika daha hızlı bitirdi.  Gloria'nın kaplumbağası George'un kaplumbağasından iki kat daha uzun sürdü.  Gloria'nın kaplumbağasının yarışı bitirmesi ne kadar sürdü?","Greta'nın kaplumbağası yarışı 6 dakikada bitirdi. George'un kaplumbağası 2 dakika daha hızlı olduğu için, onun kaplumbağası yarışı 4 dakikada bitirdi. Gloria'nın kaplumbağası, George'un kaplumbağasından iki kat daha uzun sürdüğüne göre, Gloria'nın kaplumbağası yarışı 8 dakikada bitirdi."
Mark bir seçim için yarışıyor ve 100.000 seçmenin bulunduğu bir bölgede oyların %70'ini kazanıyor.  Kalan bölgede toplam oyların iki katını aldı.  Toplamda kaç oy almıştır?,"Mark, 100.000 seçmenin bulunduğu ilk bölgede oyların %70'ini kazandıysa:

0.70 × 100,000 = 70,000 oy

Kalan bölgede toplam oyların iki katını aldı. Bu durumda toplam oyların 70,000 × 2 = 140,000 oldu.

Dolayısıyla Mark toplamda:

70,000 İlk Bölge + 140,000 Kalan Bölge = 210,000 oy almıştır."
"Yeni mağazada kiraz şekerlerinin 3 katı kadar üzüm şekeri ve üzüm şekerlerinin 2 katı kadar elma şekeri var. Tüm şekerlerin tanesi 2,50$'dır. Şekerlerin toplam maliyeti 200 $ ise, mağazada kaç tane üzümlü şeker vardır?","Şekerlerin türlerine x, y ve z diyelim: x kiraz, y üzüm ve z elma şekeri sayısını temsil ediyor olsun.
Verilen bilgilere göre:
- Üzüm şekerlerinin sayısı kiraz şekerlerinin 3 katıdır: y = 3x
- Elma şekerlerinin sayısı üzüm şekerlerinin 2 katıdır: z = 2y

Toplam maliyet 200 $ ve her şeker tanesi 2,50 $ olduğuna göre, toplam şeker sayısı:
(2,50 $) * (x + y + z) = 200 $

Bu ifadeyi sadeleştirirsek:
x + y + z = 80

Şimdi verilenleri yerleştirelim:
x + 3x + 2(3x) = 80
x + 3x + 6x = 80
10x = 80
x = 8

Şimdi y değerini bulabiliriz:
y = 3x = 3 * 8 = 24

Mağazada 24 tane üzümlü şeker vardır."
"Bir okul salonundaki öğrenci sayısı 1000 idi. Salonun aynı zamanda çıkış olarak da kullanılan A, B ve C olmak üzere 3 girişi vardı. Bir toplantıdan sonra öğrencilerin %30'u A çıkışından, kalanların 3/5'i B çıkışından ve geri kalanı C çıkışından dışarı çıktıysa, C çıkışından dışarı çıkan öğrenci sayısını hesaplayınız.","Öğrenci sayısı 1000 idi.

%30’u A çıkışından:
1000 x 0.30 = 300

Geri kalan öğrenci sayısı:
1000 - 300 = 700

Bu öğrencilerin 3/5'i B çıkışından:
700 x (3/5) = 420

Geri kalan öğrenciler C çıkışından:
700 - 420 = 280

C çıkışından dışarı çıkan öğrenci sayısı 280'dir."
Nina'nın iki çift ayakkabısı var. Bunlardan birini 22 dolara satın aldı ve ikincisi %50 daha pahalıydı. Nina her iki çift ayakkabı için ne kadar ödemiştir?,"Nina ilk çift ayakkabıyı 22 dolara satın aldı. İkinci çift ayakkabı ilkinden %50 daha pahalıydı, yani 22 + (22 * 0.50) = 33 dolardı. Toplamda, Nina her iki çift ayakkabı için 22 + 33 = 55 dolar ödemiştir."
Michael Haziran ayına kadar 10 kilo vermek istiyor. Mart ayında 3 ve Nisan ayında 4 kilo verdi. Hedefine ulaşmak için Mayıs ayında ne kadar kilo vermesi gerekiyor?,3 kilo.
"David'in bulduğu Noel hediyelerinin sayısı doğum günü hediyelerinin sayısının iki katıydı. David toplam 60 Noel hediyesi bulduysa, toplam kaç hediye almıştır?","Eğer David 60 Noel hediyesi bulduysa, bu sayı doğum günü hediyelerinin iki katıdır. Dolayısıyla, doğum günü hediyelerinin sayısı 60 / 2 = 30'dur.

Toplamda aldığı hediye sayısı:
60 (Noel hediyeleri) + 30 (doğum günü hediyeleri) = 90 hediye."
Pazar'dan Perşembe'ye kadar Prudence gecede 6 saat uyuyor.  Cuma ve Cumartesi günleri ise gecede 9 saat uyuyor.  Ayrıca Cumartesi ve Pazar günleri 1 saat kestiriyor.  Dört haftada ne kadar uyuyor?,"Prudence haftada beş gün 6 saat, iki gün 9 saat uyuyor ve haftada toplam 2 saat kestiriyor.

Haftalık uyuma süresi:
(5 gün × 6 saat) + (2 gün × 9 saat) + (2 saat kestirme) = 30 + 18 + 2 = 50 saat.

Dört haftalık uyuma süresi:
4 hafta × 50 saat = 200 saat.

Prudence dört haftada toplam 200 saat uyuyor."
"On yetişkin, on bir çocukla birlikte bir top oyununa gitmiştir. Yetişkin biletlerinin her biri 8 dolardır ve toplam hesap 124 dolardır. Bir çocuk bileti kaç dolardır?",Bir çocuk bileti 4 dolardır.
Sean 14 gün boyunca her gün 50 dakika kriket oynadı. Indira da kriket oynadı. Birlikte 1512 dakika kriket oynadılar. Indira kaç dakika kriket oynadı?,"Sean 14 gün boyunca her gün 50 dakika kriket oynadı:
14 × 50 = 700 dakika

Birlikte toplamda 1512 dakika kriket oynadılar. Bu durumda Indira'nın oynadığı süre:
1512 - 700 = 812 dakika

Indira 812 dakika kriket oynadı."
"Tony günde 72 ons su içiyor. Plastik israfını durdurmak için yeniden kullanılabilir metal bir şişe almaya karar veriyor. Eğer 84 onsluk bir su şişesi satın alırsa, her hafta kaç kez dolduracaktır?","Tony günde 72 ons su içiyor. Haftada 7 gün olduğuna göre, haftada içeceği toplam su miktarı:

72 ons/gün x 7 gün = 504 ons

Tony’nin 84 onsluk su şişesi kullanacağını biliyoruz. Bu durumda, haftada kaç kez dolduracağını bulmak için toplam su miktarını şişe kapasitesine böleriz:

504 ons / 84 ons = 6

Tony şişesini haftada 6 kez dolduracaktır."
"Stella'nın işinin bir parçası da oda ve kahvaltı tesisindeki 6 banyonun her birine tuvalet kağıdı stoklamak.  Haftanın her günü, günde 1 rulo stokluyor.  Tuvalet kağıtlarını toplu olarak satın alıyor ve her pakette 1 düzine rulo bulunuyor.  4 hafta sonra Stella kaç paket tuvalet kağıdı satın almıştır?","Stella 4 hafta içinde 6 banyoya her gün 1 rulo stokladığına göre:

Günde kullanılan rulo sayısı: 6
4 haftada gün sayısı: 4 × 7 = 28

Toplam rulo sayısı: 6 × 28 = 168

Her pakette 1 düzine (12 rulo) olduğu için,
Satın alınacak paket sayısı: 168 / 12 = 14

Stella 4 hafta sonra 14 paket tuvalet kağıdı satın almıştır."
"Darius, Matt ve Marius masa futbolu oynayan arkadaşlar. Oynadıkları tüm oyunlarda Marius, Darius'tan 3 sayı fazla atmış, Darius ise Matt'ten 5 sayı az atmıştır. Darius 10 sayı yaptıysa, üç arkadaş birlikte kaç sayı yapmıştır?","Darius 10 sayı yapmışsa, Matt (10 - 5) = 5 sayı atmıştır. Marius ise (10 + 3) = 13 sayı atmıştır. Üç arkadaş birlikte 10 + 5 + 13 = 28 sayı yapmıştır."
"Çevrimiçi bir web sitesi, satın alma işlemi 50,00 ABD Dolarının altındaysa 5,00 ABD Doları tutarında sabit fiyatlı kargo ücreti sunmaktadır.  Eğer 50,00$'ın üzerindeyse, kargo için satın alma fiyatının %20'sini talep etmektedir.  Thomas tanesi 12,00$'a 3 gömlek, 5,00$'a bir paket çorap, tanesi 15,00$'a 2 çift şort ve 14,00$'a bir çift mayo siparişi verirse kargo dahil toplam faturası ne kadar olur?","Thomas'ın siparişini hesaplayalım:

- 3 gömlek: 3 × 12,00$ = 36,00$
- 1 paket çorap: 1 × 5,00$ = 5,00$
- 2 çift şort: 2 × 15,00$ = 30,00$
- 1 çift mayo: 1 × 14,00$ = 14,00$

Toplam ürün maliyeti:
36,00$ + 5,00$ + 30,00$ + 14,00$ = 85,00$

Toplam ürün maliyeti 50,00$'ın üstünde olduğu için kargo ücreti satın alma fiyatının %20'si olacaktır:
Kargo ücreti: 85,00$ × 0,20 = 17,00$

Toplam fatura:
85,00$ + 17,00$ = 102,00$

Yani, Thomas'ın kargo dahil toplam faturası 102,00$ tutarındadır."
"Tim, 4 Temmuz için havai fişek patlatmaya karar verir.  Değeri 400 dolar olan bir paket havai fişek ve bunun iki katı değerinde başka bir paket satın alır.  Bunlarda %20 indirim alır.  Ayrıca 150$ değerinde bir final havai fişeği satın alıyor.  Toplamda ne kadar harcamıştır?","Tim, iki paket havai fişek ve bir final havai fişeği satın alıyor. Hadi hesaplayalım:

1. Paket 1: 400 dolar
2. Paket 2: 400 * 2 = 800 dolar

İki paketin toplam değeri: 400 + 800 = 1200 dolar

%20 indirim ile: 1200 * 0.80 = 960 dolar

Üzerine 150 dolarlık final havai fişeği ekleyelim:
960 + 150 = 1110 dolar

Tim toplamda 1110 dolar harcamıştır."
"Küçük bir hayvanat bahçesi 68 vahşi hayvana ev sahipliği yapmaktadır. Altı kişilik bir goril ailesini başka bir hayvanat bahçesine gönderdikten sonra, başka bir hayvanat bahçesinden bir hipopotam evlat edinirler. Bir süre sonra bir hayvan kurtarma ekibi onlarla temasa geçti ve hayvanat bahçesi nesli tükenmekte olan üç gergedanı kabul etti. Daha sonra dişi aslanlarından biri yavru doğurdu ve aslan yavrularının iki katı kadar mirketin bulunduğu bir mirket sergisi açtılar. Hayvanat bahçesinde toplam 90 hayvan vardı. Hayvanat bahçesinde kaç aslan yavrusu doğdu?","Hayvanat bahçesinin başlangıçta 68 vahşi hayvanı vardı.

6 goril başka bir hayvanat bahçesine gönderildi:
68 - 6 = 62

Bir hipopotam eklendi:
62 + 1 = 63

3 gergedan eklendi:
63 + 3 = 66

Dişi aslanlardan biri yavru doğurdu (x adet aslan yavrusu):
Toplam hayvan sayısı 66 + x

Bu sayıya iki katı kadar mirket eklendi (2x adet mirket):
66 + x + 2x = 66 + 3x

Toplam hayvan sayısı 90 olduğuna göre, denklemi çözebiliriz:
66 + 3x = 90
3x = 24
x = 8

Sonuç olarak, 8 aslan yavrusu doğmuştur."
"Bir okçunun pratik yapması gerekiyor.  Haftada 4 gün 200 atış yapmayı planlıyor.  Oklarının %20'sini geri kazanabiliyor.  Kullandığı okların maliyeti ok başına 5,5 dolardır.  Takımı oklarının maliyetinin %70'ini ödemeyi kabul ediyor.  Haftada oklar için ne kadar harcıyor?","Okçunun haftada kullandığı toplam ok sayısını hesaplayalım:

4 gün * 200 ok/gün = 800 ok

%20'sini geri kazanabiliyor, yani kaybettiği ok sayısı:

0.80 * 800 = 640 ok

640 kaybedilen ok için maliyet:

640 ok * 5,5 dolar/ok = 3520 dolar

Takım maliyetin %70'ini ödüyor, okçunun ödeyeceği miktar:

%30 * 3520 dolar = 0.30 * 3520 = 1056 dolar

Okçu haftada oklar için 1056 dolar harcıyor."
"Javier haftada 2 beyzbol maçı oynuyor. İlk 20 maçının her birinde ortalama 2 vuruş yaptı. Eğer 10 maçı kaldıysa, sezon ortalamasını maç başına 3 vuruşa çıkarmak için maç başına ortalama kaç vuruş yapması gerekir?",Javier'in sezon ortalamasını maç başına 3 vuruşa çıkarması için kalan 10 maçın her birinde 5 vuruş yapması gerekir.
"Jimmy'nin babası günde 20 e-posta alıyor. Nisan ayının ortasında, e-postasına günde 5 e-posta daha gönderen bir haber kanalına abone oldu. Jimmy'nin babasının ay sonunda sahip olduğu toplam e-posta sayısı nedir?","Nisan ayının ortası 15. gün demektir. 15 gün boyunca günde 20 e-posta almıştır:
15 gün * 20 e-posta/gün = 300 e-posta

Nisan ayının geri kalan 15 gününde ise günde 20 e-posta + 5 e-posta = 25 e-posta almıştır:
15 gün * 25 e-posta/gün = 375 e-posta

Toplamda almış olduğu e-posta sayısı:
300 e-posta + 375 e-posta = 675 e-posta

Dolayısıyla, Jimmy'nin babasının ay sonunda sahip olduğu toplam e-posta sayısı 675'tir."
Ashley parti için 12 balon şişirmişti ki Andy devreye girdi ve her beş dakikada bir 2 balon şişirmeye başladı. Andy durduğunda 50 balon vardı. Andy kaç dakika boyunca balon şişirmiştir?,"Andy'nin kaç balon şişirdiğini bulalım:
50 - 12 = 38 balon

Andy her 5 dakikada 2 balon şişirdiğine göre:
38 / 2 = 19 zaman aralığı

Her zaman aralığı 5 dakika olduğuna göre:
19 * 5 = 95 dakika

Andy 95 dakika boyunca balon şişirmiştir."
"Ellis ailesiyle birlikte bir yolculuğa çıkacaktır. Öncelikle, herkes için kaç şişe su getirmesi gerektiğini bulması gerekiyor. Toplam dört kişi olacaklar: Ellis, annesi, kız kardeşi ve teyzesi. Gidecekleri yere 8 saat boyunca yolda olacaklar ve eve dönmek için 8 saat araba kullanacaklar. Her saat başı her bir kişi 1/2 şişe su içmek isteyecektir. Ellis'in ailesinin toplam kaç şişe suya ihtiyacı olacaktır?","Ellis'in ailesinin toplam 32 şişe suya ihtiyacı olacak.

Hesaplama şöyle yapılır:
1. Bir kişi için toplam yolculuk süresi: 8 saat gidiş + 8 saat dönüş = 16 saat.
2. Her kişi için saat başı su tüketimi: 1/2 şişe.
3. Her kişi için toplam su tüketimi: 16 saat * 1/2 şişe/saat = 8 şişe.
4. Toplam dört kişi olduğuna göre, toplam su tüketimi: 4 kişi * 8 şişe/kişi = 32 şişe."
"Kira kendisi için kahvaltı hazırlıyor. 3 sosis kızartıyor, ardından 6 yumurta çırpıyor ve her bir yiyeceği ayrı ayrı pişiriyor. Her bir sosisin kızartılması 5 dakika ve her bir yumurtanın çırpılması 4 dakika sürüyorsa, Kira'nın kahvaltısını yapması dakika cinsinden ne kadar sürmüştür?",Kira'nın kahvaltısını yapması 3 sosis x 5 dakika + 6 yumurta x 4 dakika = 15 dakika + 24 dakika = 39 dakika sürmüştür.
Joanie forma girmek için bir spor salonuna yazılmak istiyor. Spor salonunun aylık ücreti 12 dolardır ve 50 dolar peşinatı vardır. İlk 3 yıl için ne kadar ödemesi gerekecek?,"İlk 3 yıl için Joanie'nin spor salonuna ödemesi gereken toplam miktar:

Peşinat: 50 dolar
Aylık ücret: 12 dolar x 36 ay = 432 dolar

Toplam: 50 dolar + 432 dolar = 482 dolar

Joanie'nin ilk 3 yıl için toplam ödemesi gereken tutar 482 dolardır."
"Giants beyzbol takımı ligde playoff yapmaya çalışıyor. Şimdiye kadar 20 maç oynadılar ve bunların 12'sini kazandılar. Playofflara kalabilmek için sezon boyunca oynadıkları maçların 2/3'ünü kazanmaları gerekiyor. Geriye 10 maç kaldıysa, playofflara kalmak için kaç maç kazanmaları gerekir?","Playofflara kalabilmek için sezon boyunca oynadıkları maçların 2/3'ünü kazanmaları gerekiyor. Toplamda 30 maç oynayacaklar (20 oynadılar ve 10 maç daha var).

2/3'ünü kazanmaları gereken toplam maç sayısı:
30 × 2/3 = 20 maç.

Şu ana kadar 12 maç kazandılar. Playofflara kalmak için toplam 20 maç kazanmaları gerektiğinden:

20 - 12 = 8 maç daha kazanmaları gerekir."
"Pedro, Linden ve Jesus bir oyun oynuyorlar. Jesus'un 60 karesi var. Linden'ın 75 karesi var. Pedro'nun 200 karesi var. Pedro, Jesus ve Linden'ın toplamından kaç kare daha fazla kareye sahiptir?","Pedro'nun 200 karesi var. Jesus'un 60 karesi ve Linden'ın 75 karesi var. Jesus ve Linden birlikte 60 + 75 = 135 kareye sahipler. Pedro'nun toplamdan daha fazla kareye sahip olup olmadığını bulmak için 200 - 135 = 65 hesaplamasını yaparız. Yani, Pedro'nun 65 kare daha fazla karesi vardır."
"Kırsal kesimde yaşayan bir çiftçinin belli sayıda çocuğu vardır. Bir gün, her biri hasat edilmiş elmaları toplamak için bir torba ile çiftliğe kadar onu takip etmişler. Günün sonunda her bir torba 15'er elma ile dolmuştur. Eve dönerken çocuklardan 2'si 4'er elma yemiş, bir diğeri de elmalarından 7'sini satmış. Eve vardıklarında toplam 60 elmaları kaldıysa, çiftçinin kaç çocuğu vardır?",Çiftçinin 5 çocuğu vardır.
